redemption_id,card_id,redemption_date,redemption_amount
GC-501886-R1,GC-501886,2023-04-21,73.17
GC-501887-R1,GC-501887,2024-06-24,66.7
GC-501887-R2,GC-501887,2024-09-24,33.85
GC-501887-R3,GC-501887,2024-11-24,85.16
GC-501888-R1,GC-501888,2022-05-27,93.44
GC-501889-R1,GC-501889,2022-12-13,61.68
GC-501890-R1,GC-501890,2022-09-15,22.7
GC-501890-R2,GC-501890,2022-12-15,21.56
GC-501890-R3,GC-501890,2023-03-15,28.69
GC-501893-R1,GC-501893,2024-08-23,45.71
GC-501896-R1,GC-501896,2023-02-06,46.08
GC-501897-R1,GC-501897,2023-12-09,12.78
GC-501897-R2,GC-501897,2024-02-09,11.18
GC-501897-R3,GC-501897,2024-06-09,21.15
GC-501898-R1,GC-501898,2024-06-10,99.69
GC-501899-R1,GC-501899,2024-02-25,96.08
GC-501900-R1,GC-501900,2023-06-20,35.07
GC-501900-R2,GC-501900,2023-11-20,55.06
GC-501901-R1,GC-501901,2022-11-07,14.81
GC-501901-R2,GC-501901,2023-03-07,7.19
GC-501901-R3,GC-501901,2023-07-07,25.65
GC-501904-R1,GC-501904,2024-02-22,149.57
GC-501905-R1,GC-501905,2023-09-26,142.05
GC-501907-R1,GC-501907,2023-12-28,93.9
GC-501908-R1,GC-501908,2022-10-21,23.68
GC-501911-R1,GC-501911,2024-02-28,24.34
GC-501912-R1,GC-501912,2024-08-02,94.23
GC-501913-R1,GC-501913,2023-11-19,46.48
GC-501914-R1,GC-501914,2022-10-11,47.68
GC-501915-R1,GC-501915,2023-01-18,97.58
GC-501916-R1,GC-501916,2023-09-20,57.03
GC-501916-R2,GC-501916,2023-10-20,32.04
GC-501916-R3,GC-501916,2024-01-20,37.7
GC-501916-R4,GC-501916,2024-04-20,65.36
GC-501918-R1,GC-501918,2024-03-31,72.1
GC-501919-R1,GC-501919,2022-04-07,24.31
GC-501920-R1,GC-501920,2022-10-20,45.51
GC-501921-R1,GC-501921,2022-11-08,22.42
GC-501921-R2,GC-501921,2022-12-08,47.62
GC-501923-R1,GC-501923,2023-05-01,49.93
GC-501924-R1,GC-501924,2022-02-19,196.86
GC-501925-R1,GC-501925,2023-05-25,49.77
GC-501926-R1,GC-501926,2024-07-04,38.91
GC-501926-R2,GC-501926,2024-11-04,54.39
GC-501926-R3,GC-501926,2024-12-04,94.62
GC-501927-R1,GC-501927,2022-08-15,47.91
GC-501928-R1,GC-501928,2024-01-24,46.99
GC-501929-R1,GC-501929,2023-07-28,71.33
GC-501930-R1,GC-501930,2024-02-17,24.9
GC-501930-R2,GC-501930,2024-06-17,18.8
GC-501930-R3,GC-501930,2024-11-17,13.16
GC-501931-R1,GC-501931,2022-08-26,98.05
GC-501933-R1,GC-501933,2024-07-10,24.12
GC-501934-R1,GC-501934,2023-04-21,23.27
GC-501935-R1,GC-501935,2023-07-27,80.02
GC-501935-R2,GC-501935,2023-11-27,37.07
GC-501935-R3,GC-501935,2024-04-27,70.68
GC-501936-R1,GC-501936,2023-05-24,136.61
GC-501937-R1,GC-501937,2022-03-23,5.33
GC-501937-R2,GC-501937,2022-06-23,4.74
GC-501937-R3,GC-501937,2022-08-23,6.48
GC-501937-R4,GC-501937,2022-11-23,6.71
GC-501938-R1,GC-501938,2023-08-01,180.45
GC-501940-R1,GC-501940,2024-04-04,199.05
GC-501941-R1,GC-501941,2022-06-28,6.85
GC-501941-R2,GC-501941,2022-07-28,7.17
GC-501941-R3,GC-501941,2022-11-28,2.25
GC-501941-R4,GC-501941,2023-01-28,8.04
GC-501942-R1,GC-501942,2022-08-14,187.55
GC-501943-R1,GC-501943,2024-04-24,23.94
GC-501944-R1,GC-501944,2023-12-28,92.03
GC-501945-R1,GC-501945,2023-06-21,188.96
GC-501946-R1,GC-501946,2024-12-10,189.77
GC-501947-R1,GC-501947,2024-01-10,5.98
GC-501947-R2,GC-501947,2024-04-10,7.53
GC-501947-R3,GC-501947,2024-09-10,10.49
GC-501948-R1,GC-501948,2024-01-19,186.94
GC-501950-R1,GC-501950,2024-05-15,90.86
GC-501952-R1,GC-501952,2022-05-28,71.36
GC-501953-R1,GC-501953,2024-05-23,49.89
GC-501954-R1,GC-501954,2024-06-08,39.57
GC-501954-R2,GC-501954,2024-11-08,41.37
GC-501956-R1,GC-501956,2024-05-19,196.39
GC-501957-R1,GC-501957,2023-01-06,192.88
GC-501958-R1,GC-501958,2022-03-02,26.08
GC-501959-R1,GC-501959,2023-10-13,73.64
GC-501959-R2,GC-501959,2023-10-15,-21.26
GC-501960-R1,GC-501960,2023-05-16,10.96
GC-501960-R2,GC-501960,2023-09-16,11.71
GC-501961-R1,GC-501961,2024-02-07,44.61
GC-501961-R2,GC-501961,2024-07-07,18.57
GC-501961-R3,GC-501961,2024-11-07,15.07
GC-501964-R1,GC-501964,2022-02-28,24.91
GC-501965-R1,GC-501965,2023-06-05,22.71
GC-501966-R1,GC-501966,2024-03-17,27.51
GC-501967-R1,GC-501967,2024-08-13,141.16
GC-501969-R1,GC-501969,2022-08-10,39.39
GC-501969-R2,GC-501969,2022-10-10,97.38
GC-501971-R1,GC-501971,2023-04-12,39.93
GC-501971-R2,GC-501971,2023-05-12,15.28
GC-501971-R3,GC-501971,2023-07-12,11.26
GC-501971-R4,GC-501971,2023-12-12,26.02
GC-501972-R1,GC-501972,2023-04-14,53.02
GC-501972-R2,GC-501972,2023-04-18,-12.7
GC-501974-R1,GC-501974,2025-03-11,72.26
GC-501975-R1,GC-501975,2023-07-26,145.53
GC-501976-R1,GC-501976,2024-02-03,95.07
GC-501978-R1,GC-501978,2024-08-04,25.28
GC-501979-R1,GC-501979,2022-09-26,23.08
GC-501980-R1,GC-501980,2022-05-23,23.78
GC-501981-R1,GC-501981,2025-01-22,74.1
GC-501982-R1,GC-501982,2023-05-14,59.95
GC-501982-R2,GC-501982,2023-10-14,129.55
GC-501983-R1,GC-501983,2023-04-27,49.29
GC-501984-R1,GC-501984,2025-03-05,23.92
GC-501985-R1,GC-501985,2024-01-13,70.55
GC-501986-R1,GC-501986,2024-06-19,32.88
GC-501986-R2,GC-501986,2024-07-04,-15.13
GC-501988-R1,GC-501988,2023-05-24,139.31
GC-501990-R1,GC-501990,2022-06-23,31.77
GC-501990-R2,GC-501990,2022-11-23,11.53
GC-501990-R3,GC-501990,2023-02-23,27.15
GC-501992-R1,GC-501992,2023-03-09,24.21
GC-501992-R2,GC-501992,2023-04-09,12.11
GC-501992-R3,GC-501992,2023-07-09,31.86
GC-501993-R1,GC-501993,2023-10-15,170.46
GC-501994-R1,GC-501994,2023-05-27,19.55
GC-501994-R2,GC-501994,2023-10-27,16.16
GC-501994-R3,GC-501994,2023-12-27,14.31
GC-501994-R4,GC-501994,2024-02-27,18.92
GC-501996-R1,GC-501996,2023-07-23,142.8
GC-501997-R1,GC-501997,2024-07-21,146.85
GC-501998-R1,GC-501998,2024-06-07,94.84
GC-501999-R1,GC-501999,2024-03-01,72.04
GC-502000-R1,GC-502000,2024-06-16,15.66
GC-502000-R2,GC-502000,2024-06-26,-5.87
GC-502001-R1,GC-502001,2025-02-12,91.99
GC-502002-R1,GC-502002,2022-09-10,93.87
GC-502003-R1,GC-502003,2024-05-11,24.62
GC-502005-R1,GC-502005,2022-07-23,135.9
GC-502007-R1,GC-502007,2023-11-01,73.81
GC-502011-R1,GC-502011,2023-02-22,68.31
GC-502015-R1,GC-502015,2024-03-22,24.88
GC-502015-R2,GC-502015,2024-05-22,28.85
GC-502015-R3,GC-502015,2024-10-22,41.35
GC-502016-R1,GC-502016,2023-02-11,19.1
GC-502016-R2,GC-502016,2023-04-11,8.47
GC-502016-R3,GC-502016,2023-08-11,18.52
GC-502017-R1,GC-502017,2023-05-16,181.29
GC-502018-R1,GC-502018,2024-04-08,20.46
GC-502018-R2,GC-502018,2024-07-08,21.23
GC-502018-R3,GC-502018,2024-10-08,48.51
GC-502020-R1,GC-502020,2023-02-08,93.65
GC-502021-R1,GC-502021,2022-11-09,191.06
GC-502022-R1,GC-502022,2024-09-16,22.13
GC-502022-R2,GC-502022,2024-11-16,46.43
GC-502025-R1,GC-502025,2022-02-05,145.69
GC-502027-R1,GC-502027,2023-01-02,148.98
GC-502028-R1,GC-502028,2023-04-18,35.4
GC-502028-R2,GC-502028,2023-05-18,111.8
GC-502029-R1,GC-502029,2024-03-16,49.31
GC-502030-R1,GC-502030,2023-05-25,48.55
GC-502031-R1,GC-502031,2022-09-18,16.43
GC-502031-R2,GC-502031,2023-01-18,13.33
GC-502031-R3,GC-502031,2023-05-18,15.24
GC-502032-R1,GC-502032,2024-01-04,145.78
GC-502033-R1,GC-502033,2024-04-14,147.87
GC-502034-R1,GC-502034,2022-08-28,73.81
GC-502035-R1,GC-502035,2024-04-09,22.38
GC-502035-R2,GC-502035,2024-06-09,45.3
GC-502036-R1,GC-502036,2022-11-14,70.47
GC-502037-R1,GC-502037,2023-10-02,22.64
GC-502037-R2,GC-502037,2023-11-02,72.02
GC-502038-R1,GC-502038,2023-01-26,23.24
GC-502040-R1,GC-502040,2022-07-24,23.38
GC-502042-R1,GC-502042,2022-06-20,14.46
GC-502042-R2,GC-502042,2022-11-20,11.39
GC-502042-R3,GC-502042,2023-04-20,22.3
GC-502044-R1,GC-502044,2024-10-14,135.54
GC-502045-R1,GC-502045,2022-05-27,93.3
GC-502046-R1,GC-502046,2022-11-19,24.04
GC-502047-R1,GC-502047,2022-08-01,24.88
GC-502048-R1,GC-502048,2024-06-05,95.47
GC-502049-R1,GC-502049,2022-07-16,7.89
GC-502049-R2,GC-502049,2022-09-16,15.27
GC-502053-R1,GC-502053,2023-09-18,23.58
GC-502055-R1,GC-502055,2023-11-07,138.35
GC-502056-R1,GC-502056,2023-03-10,62.17
GC-502056-R2,GC-502056,2023-06-10,37.28
GC-502056-R3,GC-502056,2023-08-10,22.73
GC-502056-R4,GC-502056,2023-12-10,68.66
GC-502057-R1,GC-502057,2024-02-05,46.42
GC-502057-R2,GC-502057,2024-05-05,22.93
GC-502057-R3,GC-502057,2024-06-05,24.71
GC-502058-R1,GC-502058,2023-08-28,32.67
GC-502058-R2,GC-502058,2023-10-28,66.61
GC-502060-R1,GC-502060,2022-06-24,22.71
GC-502062-R1,GC-502062,2022-04-05,18.06
GC-502062-R2,GC-502062,2022-05-05,5.75
GC-502062-R3,GC-502062,2022-08-05,21.35
GC-502063-R1,GC-502063,2022-07-24,136.24
GC-502065-R1,GC-502065,2022-07-27,26.94
GC-502065-R2,GC-502065,2022-12-27,9.52
GC-502065-R3,GC-502065,2023-05-27,32.08
GC-502068-R1,GC-502068,2024-08-06,72.5
GC-502070-R1,GC-502070,2023-02-09,45.75
GC-502071-R1,GC-502071,2024-03-18,20.35
GC-502071-R2,GC-502071,2024-06-18,28.24
GC-502072-R1,GC-502072,2024-09-27,5.03
GC-502072-R2,GC-502072,2024-12-27,5.82
GC-502074-R1,GC-502074,2023-04-12,12.17
GC-502074-R2,GC-502074,2023-06-12,10.23
GC-502074-R3,GC-502074,2023-11-12,27.37
GC-502075-R1,GC-502075,2023-07-24,183.61
GC-502076-R1,GC-502076,2024-06-04,70.03
GC-502078-R1,GC-502078,2023-12-15,57.16
GC-502079-R1,GC-502079,2024-06-27,23.64
GC-502080-R1,GC-502080,2024-08-23,23.96
GC-502080-R2,GC-502080,2024-12-23,22.04
GC-502081-R1,GC-502081,2023-09-18,138.34
GC-502082-R1,GC-502082,2023-08-15,138.81
GC-502083-R1,GC-502083,2022-03-25,92.39
GC-502084-R1,GC-502084,2024-01-15,149.1
GC-502086-R1,GC-502086,2022-10-26,19.53
GC-502086-R2,GC-502086,2023-02-26,17.03
GC-502086-R3,GC-502086,2023-04-26,28.58
GC-502086-R4,GC-502086,2023-05-26,30.47
GC-502088-R1,GC-502088,2024-05-01,92.04
GC-502089-R1,GC-502089,2023-10-26,190.97
GC-502090-R1,GC-502090,2023-05-07,24.45
GC-502091-R1,GC-502091,2022-09-08,68.41
GC-502092-R1,GC-502092,2024-11-12,96.68
GC-502093-R1,GC-502093,2022-09-08,46.94
GC-502094-R1,GC-502094,2022-12-26,45.73
GC-502095-R1,GC-502095,2023-06-02,43.22
GC-502095-R2,GC-502095,2023-11-02,62.24
GC-502095-R3,GC-502095,2024-03-02,81.57
GC-502096-R1,GC-502096,2022-12-13,144.56
GC-502103-R1,GC-502103,2024-10-02,92.93
GC-502104-R1,GC-502104,2023-01-08,29.59
GC-502105-R1,GC-502105,2022-10-02,14.08
GC-502105-R2,GC-502105,2023-01-02,16.1
GC-502105-R3,GC-502105,2023-02-02,37.88
GC-502108-R1,GC-502108,2023-05-08,69.84
GC-502110-R1,GC-502110,2023-10-01,24.14
GC-502112-R1,GC-502112,2024-12-18,95.42
GC-502114-R1,GC-502114,2022-08-06,23.68
GC-502116-R1,GC-502116,2023-05-20,35.72
GC-502116-R2,GC-502116,2023-10-20,29.6
GC-502116-R3,GC-502116,2023-12-20,23.54
GC-502116-R4,GC-502116,2024-05-20,49.71
GC-502118-R1,GC-502118,2023-10-07,67.99
GC-502120-R1,GC-502120,2022-09-28,23.08
GC-502121-R1,GC-502121,2024-03-19,46.38
GC-502122-R1,GC-502122,2022-10-15,5.74
GC-502122-R2,GC-502122,2022-11-15,8.19
GC-502122-R3,GC-502122,2023-02-15,9.6
GC-502123-R1,GC-502123,2024-04-15,38.05
GC-502123-R2,GC-502123,2024-07-15,107.15
GC-502124-R1,GC-502124,2023-06-13,32.83
GC-502124-R2,GC-502124,2023-08-13,14.56
GC-502124-R3,GC-502124,2023-09-13,52.1
GC-502126-R1,GC-502126,2024-02-04,47.13
GC-502128-R1,GC-502128,2023-05-16,25.69
GC-502130-R1,GC-502130,2023-05-25,144.63
GC-502133-R1,GC-502133,2023-05-28,73.57
GC-502135-R1,GC-502135,2022-03-10,67.27
GC-502135-R2,GC-502135,2022-05-10,29.79
GC-502135-R3,GC-502135,2022-08-10,98.33
GC-502137-R1,GC-502137,2024-02-01,94.72
GC-502138-R1,GC-502138,2022-06-04,71.04
GC-502139-R1,GC-502139,2023-08-12,135.25
GC-502140-R1,GC-502140,2023-05-19,5.31
GC-502140-R2,GC-502140,2023-10-19,5.88
GC-502140-R3,GC-502140,2023-12-19,3.15
GC-502140-R4,GC-502140,2024-02-19,8.67
GC-502141-R1,GC-502141,2024-04-28,24.85
GC-502142-R1,GC-502142,2024-07-10,23.35
GC-502143-R1,GC-502143,2023-06-28,75.68
GC-502143-R2,GC-502143,2023-07-11,-21.43
GC-502146-R1,GC-502146,2024-06-11,74.51
GC-502148-R1,GC-502148,2023-02-28,46.17
GC-502149-R1,GC-502149,2023-06-05,46.47
GC-502150-R1,GC-502150,2022-10-15,24.31
GC-502151-R1,GC-502151,2024-09-03,204.04
GC-502153-R1,GC-502153,2022-08-23,18.6
GC-502153-R2,GC-502153,2022-10-23,7.49
GC-502153-R3,GC-502153,2023-03-23,19.28
GC-502156-R1,GC-502156,2023-07-26,78.48
GC-502159-R1,GC-502159,2024-09-13,191.61
GC-502161-R1,GC-502161,2025-03-07,148.27
GC-502162-R1,GC-502162,2024-03-26,136.4
GC-502163-R1,GC-502163,2024-03-01,94.91
GC-502164-R1,GC-502164,2022-12-03,48.12
GC-502166-R1,GC-502166,2022-03-04,24.45
GC-502167-R1,GC-502167,2023-07-21,48.79
GC-502169-R1,GC-502169,2022-05-28,199.37
GC-502170-R1,GC-502170,2023-12-03,218.85
GC-502172-R1,GC-502172,2024-09-08,95.22
GC-502173-R1,GC-502173,2023-09-15,51.7
GC-502173-R2,GC-502173,2024-01-15,19.77
GC-502173-R3,GC-502173,2024-06-15,75.35
GC-502174-R1,GC-502174,2022-04-06,16.8
GC-502174-R2,GC-502174,2022-09-06,16.2
GC-502174-R3,GC-502174,2022-11-06,13.23
GC-502174-R4,GC-502174,2023-04-06,27.91
GC-502175-R1,GC-502175,2023-07-28,19.52
GC-502175-R2,GC-502175,2023-10-28,8.64
GC-502175-R3,GC-502175,2023-12-28,20.83
GC-502176-R1,GC-502176,2024-05-08,23.88
GC-502178-R1,GC-502178,2024-04-28,84.18
GC-502178-R2,GC-502178,2024-05-01,-18.37
GC-502179-R1,GC-502179,2023-01-08,73.76
GC-502180-R1,GC-502180,2022-07-11,68.76
GC-502181-R1,GC-502181,2024-10-24,137.91
GC-502183-R1,GC-502183,2024-07-28,185.9
GC-502185-R1,GC-502185,2024-04-25,96.13
GC-502185-R2,GC-502185,2024-07-25,100.77
GC-502186-R1,GC-502186,2024-12-04,32.24
GC-502187-R1,GC-502187,2024-01-19,47.02
GC-502188-R1,GC-502188,2024-05-28,183.74
GC-502189-R1,GC-502189,2023-10-23,93.08
GC-502190-R1,GC-502190,2025-01-03,24.43
GC-502191-R1,GC-502191,2025-03-22,49.15
GC-502193-R1,GC-502193,2024-11-17,181.15
GC-502195-R1,GC-502195,2022-09-08,184.44
GC-502196-R1,GC-502196,2022-12-13,30.42
GC-502196-R2,GC-502196,2023-02-13,111.4
GC-502197-R1,GC-502197,2022-10-07,183.96
GC-502198-R1,GC-502198,2023-04-11,98.55
GC-502199-R1,GC-502199,2025-02-14,48.54
GC-502200-R1,GC-502200,2022-07-18,46.04
GC-502201-R1,GC-502201,2022-12-07,91.12
GC-502202-R1,GC-502202,2022-05-27,52.36
GC-502202-R2,GC-502202,2022-08-27,60.42
GC-502202-R3,GC-502202,2023-01-27,17.64
GC-502202-R4,GC-502202,2023-05-27,57.13
GC-502203-R1,GC-502203,2023-04-14,21.14
GC-502203-R2,GC-502203,2023-05-14,50.93
GC-502205-R1,GC-502205,2024-06-19,142.16
GC-502206-R1,GC-502206,2023-06-03,183.15
GC-502207-R1,GC-502207,2022-11-28,10.76
GC-502207-R2,GC-502207,2022-12-28,14.91
GC-502207-R3,GC-502207,2023-03-28,21.59
GC-502208-R1,GC-502208,2025-01-28,99.41
GC-502209-R1,GC-502209,2023-12-23,35.35
GC-502209-R2,GC-502209,2024-01-23,15.04
GC-502209-R3,GC-502209,2024-03-23,16.06
GC-502209-R4,GC-502209,2024-04-23,32.91
GC-502210-R1,GC-502210,2023-06-28,33.59
GC-502210-R2,GC-502210,2023-07-28,36.23
GC-502210-R3,GC-502210,2023-11-28,78.45
GC-502211-R1,GC-502211,2023-11-19,45.5
GC-502212-R1,GC-502212,2024-03-28,9.12
GC-502212-R2,GC-502212,2024-07-28,15.42
GC-502214-R1,GC-502214,2023-08-25,199.26
GC-502215-R1,GC-502215,2022-05-11,44.88
GC-502215-R2,GC-502215,2022-10-11,52.92
GC-502219-R1,GC-502219,2023-11-16,137.73
GC-502222-R1,GC-502222,2024-01-03,68.59
GC-502223-R1,GC-502223,2023-08-24,26.6
GC-502223-R2,GC-502223,2023-10-24,21.94
GC-502223-R3,GC-502223,2023-12-24,5.39
GC-502223-R4,GC-502223,2024-02-24,17.81
GC-502224-R1,GC-502224,2022-11-17,40.39
GC-502225-R1,GC-502225,2024-09-26,37.84
GC-502225-R2,GC-502225,2024-11-26,24.88
GC-502229-R1,GC-502229,2022-12-19,46.4
GC-502229-R2,GC-502229,2023-03-19,35.52
GC-502229-R3,GC-502229,2023-05-19,20.55
GC-502229-R4,GC-502229,2023-08-19,41.68
GC-502231-R1,GC-502231,2022-07-28,98.09
GC-502232-R1,GC-502232,2023-02-25,26.96
GC-502235-R1,GC-502235,2023-08-04,11.41
GC-502235-R2,GC-502235,2023-12-04,2.79
GC-502235-R3,GC-502235,2024-01-04,2.34
GC-502235-R4,GC-502235,2024-05-04,7.63
GC-502236-R1,GC-502236,2024-07-18,24.17
GC-502238-R1,GC-502238,2023-11-14,192.13
GC-502240-R1,GC-502240,2024-08-26,96.27
GC-502241-R1,GC-502241,2023-10-28,7.85
GC-502241-R2,GC-502241,2023-11-28,7.0
GC-502241-R3,GC-502241,2024-03-28,4.61
GC-502241-R4,GC-502241,2024-07-28,5.28
GC-502243-R1,GC-502243,2024-10-04,244.94
GC-502245-R1,GC-502245,2023-08-23,22.36
GC-502245-R2,GC-502245,2023-11-23,23.63
GC-502246-R1,GC-502246,2023-05-17,35.56
GC-502246-R2,GC-502246,2023-09-17,7.89
GC-502246-R3,GC-502246,2023-11-17,30.92
GC-502247-R1,GC-502247,2022-12-10,45.0
GC-502248-R1,GC-502248,2023-10-03,91.86
GC-502248-R2,GC-502248,2024-02-03,22.34
GC-502248-R3,GC-502248,2024-04-03,24.12
GC-502248-R4,GC-502248,2024-09-03,48.04
GC-502249-R1,GC-502249,2024-02-21,53.88
GC-502252-R1,GC-502252,2024-06-26,136.62
GC-502254-R1,GC-502254,2023-03-09,68.35
GC-502254-R2,GC-502254,2023-06-09,48.56
GC-502254-R3,GC-502254,2023-10-09,66.96
GC-502257-R1,GC-502257,2024-07-27,23.73
GC-502258-R1,GC-502258,2024-04-17,23.63
GC-502259-R1,GC-502259,2023-10-28,146.7
GC-502260-R1,GC-502260,2024-07-18,95.41
GC-502262-R1,GC-502262,2024-04-03,187.32
GC-502263-R1,GC-502263,2022-08-03,70.54
GC-502267-R1,GC-502267,2022-10-17,56.21
GC-502267-R2,GC-502267,2022-10-27,-18.55
GC-502269-R1,GC-502269,2025-01-14,181.32
GC-502272-R1,GC-502272,2023-03-23,92.75
GC-502274-R1,GC-502274,2024-12-12,97.19
GC-502275-R1,GC-502275,2023-11-18,74.1
GC-502277-R1,GC-502277,2024-07-26,185.39
GC-502279-R1,GC-502279,2022-07-20,182.5
GC-502280-R1,GC-502280,2024-03-03,47.47
GC-502280-R2,GC-502280,2024-03-11,-12.29
GC-502281-R1,GC-502281,2023-12-26,147.16
GC-502281-R2,GC-502281,2024-01-10,-41.32
GC-502282-R1,GC-502282,2023-04-01,167.05
GC-502283-R1,GC-502283,2023-09-18,80.68
GC-502283-R2,GC-502283,2024-01-18,28.61
GC-502283-R3,GC-502283,2024-04-18,26.71
GC-502283-R4,GC-502283,2024-09-18,57.61
GC-502284-R1,GC-502284,2024-08-06,49.34
GC-502285-R1,GC-502285,2022-08-10,136.59
GC-502286-R1,GC-502286,2022-06-22,59.95
GC-502286-R2,GC-502286,2022-07-03,-17.75
GC-502287-R1,GC-502287,2023-09-12,20.87
GC-502287-R2,GC-502287,2024-02-12,10.81
GC-502287-R3,GC-502287,2024-03-12,6.38
GC-502287-R4,GC-502287,2024-04-12,6.98
GC-502289-R1,GC-502289,2023-07-28,5.15
GC-502289-R2,GC-502289,2023-10-28,5.91
GC-502289-R3,GC-502289,2024-01-28,11.66
GC-502290-R1,GC-502290,2023-06-19,16.67
GC-502290-R2,GC-502290,2023-11-19,31.97
GC-502291-R1,GC-502291,2023-09-03,98.52
GC-502292-R1,GC-502292,2022-12-03,84.87
GC-502292-R2,GC-502292,2023-02-03,111.18
GC-502293-R1,GC-502293,2024-06-24,149.22
GC-502295-R1,GC-502295,2023-10-11,14.81
GC-502295-R2,GC-502295,2023-12-11,15.07
GC-502295-R3,GC-502295,2024-05-11,7.22
GC-502295-R4,GC-502295,2024-09-11,9.08
GC-502296-R1,GC-502296,2023-11-28,142.6
GC-502297-R1,GC-502297,2024-11-24,73.97
GC-502298-R1,GC-502298,2025-04-10,197.86
GC-502300-R1,GC-502300,2024-10-25,90.56
GC-502301-R1,GC-502301,2023-11-12,49.66
GC-502303-R1,GC-502303,2023-06-28,48.21
GC-502304-R1,GC-502304,2024-03-12,11.76
GC-502304-R2,GC-502304,2024-07-12,33.27
GC-502305-R1,GC-502305,2023-06-09,8.94
GC-502305-R2,GC-502305,2023-10-09,5.36
GC-502305-R3,GC-502305,2024-02-09,2.17
GC-502305-R4,GC-502305,2024-04-09,6.74
GC-502306-R1,GC-502306,2024-09-08,41.22
GC-502306-R2,GC-502306,2024-11-08,17.34
GC-502307-R1,GC-502307,2024-02-26,49.75
GC-502308-R1,GC-502308,2022-09-05,45.95
GC-502309-R1,GC-502309,2022-06-15,72.18
GC-502310-R1,GC-502310,2022-12-04,15.96
GC-502310-R2,GC-502310,2023-01-04,31.12
GC-502311-R1,GC-502311,2023-03-05,95.19
GC-502312-R1,GC-502312,2023-03-06,94.64
GC-502316-R1,GC-502316,2024-11-19,189.38
GC-502317-R1,GC-502317,2023-03-11,241.53
GC-502318-R1,GC-502318,2024-02-28,26.81
GC-502318-R2,GC-502318,2024-03-07,-12.45
GC-502319-R1,GC-502319,2024-07-24,197.08
GC-502320-R1,GC-502320,2023-03-22,21.3
GC-502320-R2,GC-502320,2023-08-22,25.33
GC-502321-R1,GC-502321,2024-03-18,69.5
GC-502323-R1,GC-502323,2023-07-09,147.16
GC-502325-R1,GC-502325,2022-01-06,137.61
GC-502327-R1,GC-502327,2023-10-19,97.08
GC-502330-R1,GC-502330,2023-05-21,24.71
GC-502333-R1,GC-502333,2024-02-02,12.56
GC-502333-R2,GC-502333,2024-05-02,35.63
GC-502335-R1,GC-502335,2024-12-19,90.66
GC-502336-R1,GC-502336,2022-12-11,48.21
GC-502337-R1,GC-502337,2022-08-19,68.99
GC-502338-R1,GC-502338,2023-04-28,183.96
GC-502340-R1,GC-502340,2022-10-29,24.08
GC-502341-R1,GC-502341,2023-03-19,87.32
GC-502343-R1,GC-502343,2022-08-19,97.81
GC-502344-R1,GC-502344,2024-07-20,186.86
GC-502345-R1,GC-502345,2023-07-25,146.2
GC-502347-R1,GC-502347,2024-07-25,196.23
GC-502348-R1,GC-502348,2023-12-01,22.73
GC-502350-R1,GC-502350,2023-04-03,139.3
GC-502353-R1,GC-502353,2024-12-18,13.82
GC-502354-R1,GC-502354,2023-09-21,49.23
GC-502355-R1,GC-502355,2022-07-22,24.68
GC-502355-R2,GC-502355,2022-09-22,27.4
GC-502355-R3,GC-502355,2022-12-22,47.22
GC-502356-R1,GC-502356,2022-12-10,135.92
GC-502357-R1,GC-502357,2024-11-22,23.53
GC-502358-R1,GC-502358,2025-06-23,23.36
GC-502359-R1,GC-502359,2022-02-16,46.11
GC-502359-R2,GC-502359,2022-07-16,148.1
GC-502361-R1,GC-502361,2024-08-16,42.37
GC-502361-R2,GC-502361,2024-12-16,42.41
GC-502362-R1,GC-502362,2024-12-09,49.18
GC-502363-R1,GC-502363,2023-02-15,135.89
GC-502364-R1,GC-502364,2022-12-09,52.39
GC-502365-R1,GC-502365,2024-08-09,73.23
GC-502366-R1,GC-502366,2025-04-23,135.2
GC-502368-R1,GC-502368,2023-12-03,23.66
GC-502369-R1,GC-502369,2024-07-27,45.27
GC-502370-R1,GC-502370,2022-07-08,46.36
GC-502370-R2,GC-502370,2022-07-22,-14.84
GC-502371-R1,GC-502371,2023-06-07,23.91
GC-502373-R1,GC-502373,2022-05-02,9.13
GC-502373-R2,GC-502373,2022-07-02,6.6
GC-502373-R3,GC-502373,2022-11-02,3.89
GC-502373-R4,GC-502373,2023-03-02,4.28
GC-502374-R1,GC-502374,2024-07-13,23.38
GC-502375-R1,GC-502375,2024-11-28,22.64
GC-502376-R1,GC-502376,2022-07-25,72.2
GC-502377-R1,GC-502377,2022-05-14,29.29
GC-502377-R2,GC-502377,2022-08-14,42.45
GC-502377-R3,GC-502377,2023-01-14,70.54
GC-502378-R1,GC-502378,2023-09-20,146.36
GC-502379-R1,GC-502379,2022-01-18,48.34
GC-502380-R1,GC-502380,2022-07-28,144.13
GC-502381-R1,GC-502381,2024-11-14,37.11
GC-502382-R1,GC-502382,2022-09-08,96.03
GC-502383-R1,GC-502383,2024-06-22,15.85
GC-502383-R2,GC-502383,2024-09-22,30.23
GC-502384-R1,GC-502384,2023-09-23,70.78
GC-502385-R1,GC-502385,2023-12-16,80.6
GC-502386-R1,GC-502386,2023-07-25,50.28
GC-502386-R2,GC-502386,2023-08-03,-10.82
GC-502387-R1,GC-502387,2023-12-18,23.53
GC-502390-R1,GC-502390,2022-09-05,99.63
GC-502391-R1,GC-502391,2024-09-17,135.46
